GameID,Date,Season,Team,PlayerID,Player,Position,Jersey,minutes,points,fieldGoalsMade-fieldGoalsAttempted,threePointFieldGoalsMade-threePointFieldGoalsAttempted,freeThrowsMade-freeThrowsAttempted,offensiveRebounds,defensiveRebounds,rebounds,assists,steals,blocks,turnovers,fouls,plusMinus
401856992,2026-06-15,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,18,4,1-5,0-1,2-2,1,4,5,3,1,1,1,1,-4
401856992,2026-06-15,2026,Aces,3142086,Brianna Turner,F,21,11,2,1-1,0-0,0-0,0,0,0,0,0,0,0,0,-20
401856992,2026-06-15,2026,Aces,4433633,Kierstan Bell,F,1,18,2,1-6,0-3,0-0,0,1,1,2,0,2,1,4,-3
401856992,2026-06-15,2026,Aces,2987869,Jewell Loyd,G,24,31,21,8-14,5-9,0-0,0,2,2,0,1,0,2,2,-17
401856992,2026-06-15,2026,Wings,3906949,Jessica Shepard,F,32,31,15,4-6,0-0,7-10,2,13,15,9,2,0,3,1,24
401856992,2026-06-15,2026,Wings,4790266,Awak Kuier,F,34,27,7,3-9,1-3,0-0,2,2,4,0,2,2,3,3,26
401856992,2026-06-15,2026,Wings,3904577,Arike Ogunbowale,G,24,30,22,6-16,5-11,5-6,1,3,4,7,2,0,0,2,25
401856992,2026-06-15,2026,Wings,4433730,Paige Bueckers,G,5,24,10,4-11,2-5,0-0,0,5,5,7,1,0,0,2,21
401856992,2026-06-15,2026,Wings,4433790,Azzi Fudd,G,35,28,19,8-9,1-2,2-2,0,0,0,1,0,0,1,1,22
401856992,2026-06-15,2026,Wings,924,Alysha Clark,F,7,5,0,0-2,0-1,0-0,0,1,1,0,0,0,0,1,6
401856992,2026-06-15,2026,Wings,3913881,Alanna Smith,F,8,9,4,2-3,0-1,0-0,0,1,1,0,0,0,0,1,-2
401856992,2026-06-15,2026,Wings,4399415,Maddy Siegrist,F,20,9,5,2-2,1-1,0-0,0,1,1,0,0,0,0,2,6
401856992,2026-06-15,2026,Wings,4336633,Li Yueru,C,28,4,0,0-3,0-2,0-0,1,3,4,1,0,0,0,0,6
401856992,2026-06-15,2026,Wings,4068159,Sug Sutton,G,0,21,4,2-5,0-2,0-0,0,2,2,4,1,1,0,1,8
401856992,2026-06-15,2026,Wings,4433807,Aziaha James,G,10,12,10,4-5,0-0,2-3,2,2,4,1,2,0,0,0,8
401856993,2026-06-15,2026,Fire,3906972,Bridget Carleton,F,6,26,3,1-9,0-4,1-2,0,1,1,2,0,0,1,2,-31
401856993,2026-06-15,2026,Fire,4398729,Emily Engstler,F,21,20,9,4-7,1-1,0-0,1,1,2,3,2,1,3,0,-14
401856993,2026-06-15,2026,Fire,3934218,Megan Gustafson,C,17,17,9,4-10,1-2,0-0,1,2,3,0,1,0,0,2,-19
401856993,2026-06-15,2026,Fire,4703794,Sarah Ashlee Barker,G,3,25,8,3-5,2-4,0-0,0,2,2,2,2,1,7,3,-16
401856993,2026-06-15,2026,Fire,5208982,Carla Leite,G,0,19,10,3-8,1-3,3-4,0,2,2,3,1,0,4,3,-20
401856993,2026-06-15,2026,Fire,5105406,Frieda Buhner,F,20,20,10,3-9,0-4,4-5,2,0,2,1,0,0,0,1,-19
401856993,2026-06-15,2026,Fire,5209202,Nyadiew Puoch,F,13,21,3,1-3,1-3,0-0,2,1,3,2,0,0,0,3,-10
401856993,2026-06-15,2026,Fire,4682797,Luisa Geiselsoder,C,15,15,9,3-5,3-4,0-0,1,3,4,0,1,0,0,3,-12
401856993,2026-06-15,2026,Fire,5108550,Serah Williams,C,25,13,2,1-2,0-0,0-0,1,1,2,1,0,0,2,2,-7
401856993,2026-06-15,2026,Fire,4433690,Holly Winterburn,G,77,8,2,1-4,0-3,0-0,0,0,0,2,0,0,1,2,-9
401856993,2026-06-15,2026,Fire,5346554,Teja Oblak,G,7,17,9,4-7,1-2,0-0,2,4,6,5,0,0,3,3,-8
401856993,2026-06-15,2026,Lynx,2529130,Natasha Howard,F,1,26,18,6-11,0-0,6-11,3,3,6,1,2,0,2,2,18
401856993,2026-06-15,2026,Lynx,3054590,Nia Coffey,F,12,21,15,6-9,3-4,0-2,2,3,5,4,3,3,0,0,16
401856993,2026-06-15,2026,Lynx,2529205,Kayla McBride,G,21,25,14,5-14,1-4,3-3,3,3,6,4,2,0,4,2,27
401856993,2026-06-15,2026,Lynx,2987891,Courtney Williams,G,10,24,16,7-10,2-3,0-0,1,4,5,4,0,0,2,0,26
401856993,2026-06-15,2026,Lynx,4433791,Olivia Miles,G,5,23,12,6-8,0-2,0-0,0,4,4,5,3,0,3,3,21
401856993,2026-06-15,2026,Lynx,4873358,Antonia Delaere,F,8,29,6,2-6,2-5,0-0,0,1,1,7,3,0,0,2,26
401856993,2026-06-15,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,19,11,4-8,1-2,2-2,3,2,5,3,0,1,2,2,11
401856993,2026-06-15,2026,Lynx,3913903,Teaira McCowan,C,15,8,0,0-2,0-0,0-2,1,3,4,1,0,1,0,2,10
401856993,2026-06-15,2026,Lynx,4280850,Maya Caldwell,G,3,15,11,4-6,1-2,2-2,3,1,4,1,1,0,0,0,6
401856993,2026-06-15,2026,Lynx,5345478,Eliska Hamzova,G,11,10,4,2-3,0-1,0-0,0,0,0,1,0,0,0,1,4
401856994,2026-06-15,2026,Sparks,1068,Nneka Ogwumike,F,30,29,9,3-9,1-2,2-2,2,5,7,2,0,0,2,0,-22
401856994,2026-06-15,2026,Sparks,2566106,Dearica Hamby,F,5,27,6,3-5,0-0,0-0,2,8,10,3,2,0,3,3,-6
401856994,2026-06-15,2026,Sparks,2491214,Erica Wheeler,G,17,28,0,0-7,0-5,0-0,1,3,4,5,1,0,1,5,-11
401856994,2026-06-15,2026,Sparks,3065570,Kelsey Plum,G,10,29,9,3-10,1-4,2-3,1,0,1,1,0,0,2,6,-22
401856994,2026-06-15,2026,Sparks,3146151,Ariel Atkins,G,7,21,6,3-11,0-7,0-0,0,0,0,2,1,0,1,0,-11
401856994,2026-06-15,2026,Sparks,4433404,Cameron Brink,F,22,15,10,4-5,0-1,2-5,0,2,2,0,0,1,1,1,-4
401856994,2026-06-15,2026,Sparks,4433795,Sania Feagin,F,20,1,0,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-2
401856994,2026-06-15,2026,Sparks,4874375,Jihyun Park,F,6,4,2,1-2,0-0,0-0,1,0,1,0,0,0,0,0,-2
401856994,2026-06-15,2026,Sparks,4398764,Rae Burrell,G,12,22,13,2-8,0-1,9-10,0,1,1,1,0,3,1,0,-10
401856994,2026-06-15,2026,Sparks,4398907,Kate Martin,G,21,11,3,1-1,1-1,0-0,1,2,3,2,0,0,0,1,2
401856994,2026-06-15,2026,Sparks,4609797,Ta'Niya Latson,G,0,4,0,0-1,0-0,0-0,0,1,1,0,0,0,1,0,-1
401856994,2026-06-15,2026,Sparks,5105729,Chance Gray,G,2,8,0,0-1,0-0,0-0,0,2,2,0,0,0,3,2,-11
401856994,2026-06-15,2026,Valkyries,2529622,Kayla Thornton,F,5,23,6,2-6,0-3,2-2,1,1,2,1,4,0,0,4,5
401856994,2026-06-15,2026,Valkyries,3142328,Gabby Williams,F,1,28,16,6-12,1-3,3-3,0,4,4,1,1,0,3,2,17
401856994,2026-06-15,2026,Valkyries,4257500,Cecilia Zandalasini,F,24,18,10,5-12,0-2,0-0,0,3,3,3,1,0,0,1,5
401856994,2026-06-15,2026,Valkyries,2590093,Kiah Stokes,C,41,30,4,1-1,1-1,1-2,1,6,7,1,2,2,1,3,15
401856994,2026-06-15,2026,Valkyries,4398935,Veronica Burton,G,22,30,12,4-12,2-4,2-4,1,1,2,3,2,2,2,2,15
401856994,2026-06-15,2026,Valkyries,4432834,Laeticia Amihere,F,3,2,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,2
401856994,2026-06-15,2026,Valkyries,4790264,Janelle Salaun,F,13,25,7,1-8,1-4,4-4,2,2,4,2,1,0,0,3,18
401856994,2026-06-15,2026,Valkyries,1054,Tiffany Hayes,G,15,10,4,1-4,0-1,2-2,0,0,0,2,1,0,1,1,1
401856994,2026-06-15,2026,Valkyries,4065780,Kaila Charles,G,6,22,13,5-7,2-3,1-2,1,7,8,5,0,0,0,3,15
401856994,2026-06-15,2026,Valkyries,4899328,Kaitlyn Chen,G,2,10,6,3-4,0-0,0-0,1,2,3,1,1,0,1,1,5
401856994,2026-06-15,2026,Valkyries,5277552,Juste Jocyte,G,4,2,0,0-0,0-0,0-0,0,0,0,0,0,0,1,0,2
401856995,2026-06-16,2026,Tempo,2566453,Isabelle Harrison,F,21,26,11,4-12,2-5,1-2,2,6,8,2,3,0,0,2,-9
401856995,2026-06-16,2026,Tempo,5345444,Laura Juskaite,F,2,25,19,8-11,2-3,1-2,0,2,2,4,3,0,2,5,-8
401856995,2026-06-16,2026,Tempo,2988756,Brittney Sykes,G,20,19,11,5-8,1-1,0-1,0,2,2,3,0,0,1,2,6
401856995,2026-06-16,2026,Tempo,3904576,Marina Mabrey,G,3,31,18,7-16,2-5,2-3,0,1,1,7,2,1,4,2,-14
401856995,2026-06-16,2026,Tempo,4001679,Julie Allemand,G,22,11,0,0-2,0-2,0-0,0,0,0,1,0,0,0,3,-3
401856995,2026-06-16,2026,Tempo,3910470,Maria Conde,F,10,31,12,4-8,3-4,1-1,0,4,4,5,0,0,1,3,-22
401856995,2026-06-16,2026,Tempo,4434020,Teonni Key,F,7,11,2,1-3,0-1,0-0,1,1,2,0,0,0,1,1,-11
401856995,2026-06-16,2026,Tempo,2569044,Temi Fagbenle,C,14,18,3,1-4,0-0,1-2,1,4,5,1,0,0,0,2,-16
401856995,2026-06-16,2026,Tempo,3142327,Kia Nurse,G,11,15,10,3-4,0-1,4-4,0,1,1,0,0,0,2,2,-16
401856995,2026-06-16,2026,Tempo,5355509,Tima Pouye,G,32,13,5,1-7,1-3,2-4,1,1,2,2,1,0,1,5,-17
401856995,2026-06-16,2026,Fever,3142255,Monique Billings,F,25,20,5,1-5,0-1,3-4,3,4,7,0,0,0,0,2,10
401856995,2026-06-16,2026,Fever,4432831,Aliyah Boston,C,7,26,18,7-11,1-2,3-3,2,9,11,4,2,2,3,3,6
401856995,2026-06-16,2026,Fever,3142191,Kelsey Mitchell,G,0,32,27,9-11,3-4,6-6,0,1,1,2,0,0,4,1,17
401856995,2026-06-16,2026,Fever,4398829,Lexie Hull,G,10,20,6,3-6,0-3,0-0,1,3,4,0,0,0,0,3,2
401856995,2026-06-16,2026,Fever,4433403,Caitlin Clark,G,22,32,21,5-15,1-8,10-14,1,4,5,14,1,1,6,2,14
401856995,2026-06-16,2026,Fever,3142055,Myisha Hines-Allen,F,2,7,0,0-1,0-0,0-0,0,2,2,2,0,0,0,0,5
401856995,2026-06-16,2026,Fever,4433546,Makayla Timpson,F,21,23,2,1-3,0-0,0-0,1,5,6,0,1,2,2,4,17
401856995,2026-06-16,2026,Fever,5105731,Grace VanSlooten,F,14,1,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
401856995,2026-06-16,2026,Fever,2955898,Damiris Dantas,C,12,2,4,0-1,0-1,4-4,1,0,1,0,0,0,0,0,-2
401856995,2026-06-16,2026,Fever,3907781,Sophie Cunningham,G,8,24,24,8-11,6-7,2-2,1,5,6,2,0,0,0,2,26
401856995,2026-06-16,2026,Fever,4433797,Raven Johnson,G,3,14,6,2-5,2-4,0-0,0,0,0,1,0,0,1,1,15
401856996,2026-06-17,2026,Mystics,4282173,Michaela Onyenwere,F,12,32,22,8-12,4-4,2-2,0,3,3,0,1,0,2,3,11
401856996,2026-06-17,2026,Mystics,4433411,Angela Dugalic,F,32,27,6,3-7,0-3,0-0,0,2,2,3,0,0,0,4,-2
401856996,2026-06-17,2026,Mystics,5105737,Lauren Betts,C,51,32,13,2-7,0-0,9-10,1,6,7,3,0,0,2,1,12
401856996,2026-06-17,2026,Mystics,4433524,Sonia Citron,G,22,38,26,7-13,0-4,12-12,1,10,11,4,0,1,3,4,9
401856996,2026-06-17,2026,Mystics,4704180,Georgia Amoore,G,8,19,10,3-5,2-4,2-2,0,0,0,2,0,0,2,1,4
401856996,2026-06-17,2026,Mystics,4433815,Lucy Olsen,G,33,20,6,2-6,0-1,2-2,0,2,2,2,1,0,2,4,3
401856996,2026-06-17,2026,Mystics,4583144,Cotie McMahon,G,23,21,2,0-3,0-1,2-2,0,6,6,4,0,0,1,1,4
401856996,2026-06-17,2026,Mystics,5122345,Cassandre Prosper,G,18,10,3,1-2,1-1,0-0,2,0,2,0,0,0,1,2,-6
401856996,2026-06-17,2026,Sun,4433408,Aaliyah Edwards,F,8,18,9,2-5,0-0,5-7,1,2,3,1,0,1,0,1,-5
401856996,2026-06-17,2026,Sun,4433635,Diamond Miller,F,1,12,7,3-5,1-3,0-0,0,0,0,0,2,0,0,3,1
401856996,2026-06-17,2026,Sun,2490553,Brittney Griner,C,42,23,6,3-7,0-1,0-0,0,3,3,1,1,2,1,4,-6
401856996,2026-06-17,2026,Sun,4433514,Saniya Rivers,G,22,21,6,3-7,0-2,0-0,0,2,2,1,0,0,0,3,-8
401856996,2026-06-17,2026,Sun,5208981,Leila Lacan,G,47,28,11,5-14,0-4,1-1,0,2,2,4,2,0,1,2,-5
401856996,2026-06-17,2026,Sun,4684384,Aneesah Morrow,F,24,21,11,5-11,0-2,1-2,3,7,10,2,2,0,2,0,2
401856996,2026-06-17,2026,Sun,5105732,Raegan Beers,F,15,7,2,1-1,0-0,0-0,1,0,1,1,0,0,0,4,2
401856996,2026-06-17,2026,Sun,5345319,Nell Angloma,F,33,14,4,1-5,0-2,2-4,1,1,2,1,0,0,0,2,-1
401856996,2026-06-17,2026,Sun,4398966,Olivia Nelson-Ododa,C,10,10,5,2-2,0-0,1-2,0,0,0,1,1,0,0,3,-3
401856996,2026-06-17,2026,Sun,3922628,Kennedy Burke,G,25,22,10,3-5,2-4,2-4,0,0,0,0,0,0,0,0,-2
401856996,2026-06-17,2026,Sun,4703609,Charlisse Leger-Walker,G,4,19,10,3-5,1-1,3-3,0,2,2,4,0,0,0,3,-4
401856996,2026-06-17,2026,Sun,4898898,Gianna Kneepkens,G,5,5,0,0-1,0-1,0-0,1,0,1,0,0,0,1,0,-6
401856997,2026-06-17,2026,Liberty,2998928,Breanna Stewart,F,30,35,17,7-12,1-3,2-3,1,5,6,3,2,1,0,3,-1
401856997,2026-06-17,2026,Liberty,4683006,Leonie Fiebich,F,13,24,9,2-9,1-5,4-5,3,3,6,3,0,0,3,2,2
401856997,2026-06-17,2026,Liberty,2999101,Jonquel Jones,C,35,28,19,6-9,3-5,4-4,1,7,8,3,1,1,4,2,-5
401856997,2026-06-17,2026,Liberty,4038379,Marine Johannes,G,23,17,3,1-5,1-3,0-0,0,1,1,1,2,0,1,0,2
401856997,2026-06-17,2026,Liberty,4066533,Sabrina Ionescu,G,20,28,10,4-9,2-4,0-0,1,2,3,1,0,0,3,1,-7
401856997,2026-06-17,2026,Liberty,4281929,Satou Sabally,F,0,19,17,8-11,1-4,0-0,1,1,2,2,0,0,1,2,6
401856997,2026-06-17,2026,Liberty,4337216,Han Xu,C,21,11,2,1-3,0-1,0-0,0,2,2,2,0,3,1,0,3
401856997,2026-06-17,2026,Liberty,2327695,Rebekah Gardner,G,7,15,10,3-5,0-2,4-4,1,0,1,1,1,0,0,2,-3
401856997,2026-06-17,2026,Liberty,5345320,Pauline Astier,G,18,23,9,1-3,0-0,7-7,2,3,5,4,1,0,0,0,8
401856997,2026-06-17,2026,Sky,3142010,Azura Stevens,F,30,20,6,3-6,0-0,0-0,1,5,6,0,0,0,4,4,6
401856997,2026-06-17,2026,Sky,4433405,Kamilla Cardoso,C,10,24,10,4-7,0-0,2-2,0,4,4,4,1,0,2,5,7
401856997,2026-06-17,2026,Sky,2491205,Skylar Diggins,G,4,31,19,7-16,3-5,2-3,1,1,2,8,1,1,1,1,7
401856997,2026-06-17,2026,Sky,4594786,Sydney Taylor,G,12,28,24,10-16,4-7,0-0,0,1,1,2,3,1,1,5,4
401856997,2026-06-17,2026,Sky,4858656,Gabriela Jaquez,G,11,29,22,7-11,4-5,4-4,0,3,3,3,1,0,2,1,4
401856997,2026-06-17,2026,Sky,2566081,Elizabeth Williams,C,1,16,3,1-2,0-0,1-2,1,2,3,0,0,2,0,0,-13
401856997,2026-06-17,2026,Sky,2529137,Natasha Cloud,G,9,28,11,3-7,1-2,4-4,1,2,3,4,2,0,0,3,-2
401856997,2026-06-17,2026,Sky,2566186,Rachel Banham,G,24,4,0,0-2,0-2,0-0,1,1,2,0,1,0,0,0,-4
401856997,2026-06-17,2026,Sky,4432865,Jacy Sheldon,G,0,10,0,0-2,0-1,0-0,1,1,2,1,1,0,0,2,-9
401856997,2026-06-17,2026,Sky,4433433,Aicha Coulibaly,G,35,11,0,0-2,0-1,0-0,1,1,2,1,0,0,0,1,-5
401856998,2026-06-17,2026,Wings,3906949,Jessica Shepard,F,32,33,14,7-13,0-0,0-0,2,8,10,4,0,0,0,3,-9
401856998,2026-06-17,2026,Wings,4790266,Awak Kuier,F,34,24,3,1-3,0-2,1-2,0,2,2,1,1,0,3,1,-16
401856998,2026-06-17,2026,Wings,3904577,Arike Ogunbowale,G,24,28,21,7-11,3-3,4-4,0,2,2,3,1,0,0,2,-13
401856998,2026-06-17,2026,Wings,4433730,Paige Bueckers,G,5,36,15,5-13,1-5,4-4,0,3,3,8,1,1,2,4,-8
401856998,2026-06-17,2026,Wings,4433790,Azzi Fudd,G,35,37,10,4-13,2-5,0-2,0,1,1,1,5,1,1,4,-14
401856998,2026-06-17,2026,Wings,3913881,Alanna Smith,F,8,16,5,2-4,1-3,0-0,0,3,3,0,0,1,0,1,5
401856998,2026-06-17,2026,Wings,4399415,Maddy Siegrist,F,20,7,1,0-0,0-0,1-2,0,2,2,0,0,0,0,3,-2
401856998,2026-06-17,2026,Wings,4068159,Sug Sutton,G,0,13,9,3-4,2-2,1-2,0,0,0,2,0,0,1,2,-2
401856998,2026-06-17,2026,Wings,4433807,Aziaha James,G,10,6,2,1-3,0-2,0-0,0,2,2,0,2,0,1,0,4
401856998,2026-06-17,2026,Valkyries,2529622,Kayla Thornton,F,5,29,8,2-7,2-5,2-2,3,8,11,2,0,1,0,1,19
401856998,2026-06-17,2026,Valkyries,3142328,Gabby Williams,F,1,29,25,7-16,2-6,9-12,2,1,3,4,1,0,2,0,25
401856998,2026-06-17,2026,Valkyries,4257500,Cecilia Zandalasini,F,24,9,2,1-3,0-1,0-0,0,1,1,2,0,0,3,2,-11
401856998,2026-06-17,2026,Valkyries,2590093,Kiah Stokes,C,41,21,2,1-2,0-0,0-0,0,7,7,0,0,1,1,0,2
401856998,2026-06-17,2026,Valkyries,4398935,Veronica Burton,G,22,33,11,3-8,2-3,3-3,2,6,8,5,2,1,2,3,1
401856998,2026-06-17,2026,Valkyries,4432834,Laeticia Amihere,F,3,3,0,0-0,0-0,0-0,0,0,0,1,0,0,0,0,-7
401856998,2026-06-17,2026,Valkyries,4790264,Janelle Salaun,F,13,20,12,3-7,2-4,4-5,0,4,4,1,0,0,2,1,-2
401856998,2026-06-17,2026,Valkyries,1054,Tiffany Hayes,G,15,10,10,3-4,2-2,2-2,0,0,0,1,0,0,0,2,-2
401856998,2026-06-17,2026,Valkyries,4065780,Kaila Charles,G,6,22,6,2-6,1-2,1-2,2,3,5,2,0,0,1,2,4
401856998,2026-06-17,2026,Valkyries,4899328,Kaitlyn Chen,G,2,25,15,7-10,1-2,0-1,0,2,2,2,1,0,2,3,26
401856999,2026-06-17,2026,Lynx,2529130,Natasha Howard,F,1,29,15,6-13,0-0,3-5,4,5,9,2,1,1,2,4,14
401856999,2026-06-17,2026,Lynx,3054590,Nia Coffey,F,12,29,7,3-6,1-2,0-0,1,5,6,2,5,1,1,5,20
401856999,2026-06-17,2026,Lynx,2529205,Kayla McBride,G,21,25,14,6-12,2-6,0-0,1,3,4,0,3,0,1,3,5
401856999,2026-06-17,2026,Lynx,2987891,Courtney Williams,G,10,26,13,6-11,1-2,0-0,0,1,1,5,0,0,3,3,10
401856999,2026-06-17,2026,Lynx,4433791,Olivia Miles,G,5,26,31,12-15,2-3,5-6,0,4,4,4,0,0,5,2,12
401856999,2026-06-17,2026,Lynx,4873358,Antonia Delaere,F,8,15,6,2-4,2-4,0-0,0,0,0,1,0,0,0,2,5
401856999,2026-06-17,2026,Lynx,5278237,Anastasiia Olairi Kosu,F,7,10,4,2-2,0-0,0-0,0,2,2,1,0,0,3,2,1
401856999,2026-06-17,2026,Lynx,3913903,Teaira McCowan,C,15,5,2,1-1,0-0,0-1,0,1,1,0,0,0,1,2,-4
401856999,2026-06-17,2026,Lynx,4280850,Maya Caldwell,G,3,25,7,2-7,1-3,2-2,2,5,7,3,2,1,3,2,18
401856999,2026-06-17,2026,Lynx,5345478,Eliska Hamzova,G,11,11,0,0-1,0-1,0-0,0,0,0,3,0,0,1,2,-1
401856999,2026-06-17,2026,Sparks,1068,Nneka Ogwumike,F,30,30,10,3-9,0-4,4-4,0,8,8,1,1,0,2,0,-13
401856999,2026-06-17,2026,Sparks,2566106,Dearica Hamby,F,5,25,12,5-6,1-1,1-3,2,7,9,2,3,1,3,2,-7
401856999,2026-06-17,2026,Sparks,2491214,Erica Wheeler,G,17,25,6,2-10,0-4,2-2,1,0,1,4,1,0,2,1,-12
401856999,2026-06-17,2026,Sparks,3146151,Ariel Atkins,G,7,30,4,1-7,0-3,2-2,0,1,1,3,2,0,3,4,-12
401856999,2026-06-17,2026,Sparks,4398764,Rae Burrell,G,12,26,19,6-10,2-4,5-6,0,0,0,3,0,0,2,4,-6
401856999,2026-06-17,2026,Sparks,2284331,Emma Cannon,F,32,4,5,1-2,1-2,2-2,1,0,1,1,0,0,0,1,4
401856999,2026-06-17,2026,Sparks,4433795,Sania Feagin,F,20,6,0,0-1,0-0,0-0,0,0,0,2,0,0,0,2,-2
401856999,2026-06-17,2026,Sparks,4874375,Jihyun Park,F,6,22,13,5-7,1-2,2-2,0,0,0,0,1,0,2,3,-10
401856999,2026-06-17,2026,Sparks,4398907,Kate Martin,G,21,7,0,0-3,0-2,0-0,0,1,1,0,0,0,0,0,-9
401856999,2026-06-17,2026,Sparks,4609797,Ta'Niya Latson,G,0,12,6,0-2,0-1,6-9,1,2,3,2,0,0,2,0,-4
401856999,2026-06-17,2026,Sparks,5105729,Chance Gray,G,2,13,8,2-3,2-3,2-2,0,2,2,2,0,0,2,1,-9
401857000,2026-06-17,2026,Aces,3099736,Stephanie Talbot,F,7,20,3,1-2,1-1,0-0,0,2,2,1,2,0,0,2,1
401857000,2026-06-17,2026,Aces,4398776,NaLyssa Smith,F,3,31,21,8-10,0-0,5-8,2,3,5,2,1,0,0,1,11
401857000,2026-06-17,2026,Aces,3149391,A'ja Wilson,C,22,37,33,11-20,0-2,11-13,4,6,10,3,5,2,2,2,14
401857000,2026-06-17,2026,Aces,2529122,Chelsea Gray,G,12,35,5,2-10,0-4,1-1,0,4,4,9,2,0,3,2,15
401857000,2026-06-17,2026,Aces,4065870,Jackie Young,G,0,38,20,7-15,4-8,2-3,1,0,1,9,5,1,3,2,13
401857000,2026-06-17,2026,Aces,2529458,Cheyenne Parker-Tyus,F,32,4,2,1-2,0-0,0-0,0,1,1,0,0,1,0,0,-9
401857000,2026-06-17,2026,Aces,3142086,Brianna Turner,F,21,8,2,1-1,0-0,0-0,0,3,3,0,0,1,0,1,6
401857000,2026-06-17,2026,Aces,4433633,Kierstan Bell,F,1,5,0,0-1,0-1,0-0,0,0,0,0,1,1,1,0,-11
401857000,2026-06-17,2026,Aces,2987869,Jewell Loyd,G,24,24,0,0-7,0-5,0-0,2,1,3,1,2,0,0,3,10
401857000,2026-06-17,2026,Mercury,2529140,Alyssa Thomas,F,25,35,10,4-10,0-0,2-2,1,4,5,11,0,0,6,5,-11
401857000,2026-06-17,2026,Mercury,4068042,Natasha Mack,F,4,23,0,0-3,0-1,0-0,3,5,8,0,0,1,0,3,-6
401857000,2026-06-17,2026,Mercury,5345524,Noemie Brochant,F,1,19,4,2-3,0-1,0-0,0,3,3,1,1,0,1,0,-11
401857000,2026-06-17,2026,Mercury,2998938,Kahleah Copper,G,2,30,26,9-16,1-4,7-7,0,4,4,3,0,0,4,4,-1
401857000,2026-06-17,2026,Mercury,5274110,Monique Akoa Makani,G,8,20,4,1-3,0-1,2-2,0,3,3,1,1,0,3,1,-10
401857000,2026-06-17,2026,Mercury,869,DeWanna Bonner,F,24,20,10,3-6,2-4,2-3,0,3,3,1,2,0,0,2,-6
401857000,2026-06-17,2026,Mercury,3919496,Valeriane Ayayi,F,11,11,0,0-2,0-1,0-0,0,1,1,1,0,1,2,3,3
401857000,2026-06-17,2026,Mercury,4873359,Kyara Linskens,C,31,5,3,1-2,1-1,0-0,1,1,2,0,0,0,1,0,-2
401857000,2026-06-17,2026,Mercury,3906769,Jovana Nogic,G,29,21,12,4-7,4-6,0-0,0,0,0,0,1,0,2,1,-4
401857000,2026-06-17,2026,Mercury,4399342,Lexi Held,G,10,15,7,3-5,1-2,0-0,0,1,1,0,0,0,1,0,-2
401857001,2026-06-17,2026,Storm,5220150,Dominique Malonga,C,14,35,28,12-19,0-0,4-6,3,8,11,3,2,3,1,0,-2
401857001,2026-06-17,2026,Storm,5345325,Awa Fam,C,11,29,18,6-10,3-5,3-3,3,2,5,1,0,0,1,4,-14
401857001,2026-06-17,2026,Storm,3906753,Natisha Hiedeman,G,2,33,19,6-14,5-8,2-2,0,4,4,6,1,0,5,1,-3
401857001,2026-06-17,2026,Storm,4698736,Flau'jae Johnson,G,4,22,8,4-7,0-1,0-0,1,1,2,1,1,0,2,6,8
401857001,2026-06-17,2026,Storm,5017726,Jade Melbourne,G,5,30,6,1-6,0-4,4-4,0,2,2,8,0,0,2,1,-6
401857001,2026-06-17,2026,Storm,3917453,Katie Lou Samuelson,F,33,11,0,0-2,0-1,0-0,0,1,1,1,1,0,0,0,3
401857001,2026-06-17,2026,Storm,4433643,Mackenzie Holmes,F,54,4,3,1-1,1-1,0-0,0,0,0,0,0,0,0,2,-2
401857001,2026-06-17,2026,Storm,4898400,Taylor Thierry,F,3,3,0,0-1,0-0,0-0,1,0,1,0,0,0,0,0,-4
401857001,2026-06-17,2026,Storm,2529183,Stefanie Dolson,C,31,9,0,0-2,0-2,0-0,0,2,2,0,0,0,0,0,5
401857001,2026-06-17,2026,Storm,4432832,Zia Cooke,G,7,23,7,2-5,0-2,3-4,0,3,3,2,0,0,1,4,-10
401857001,2026-06-17,2026,Fire,3906972,Bridget Carleton,F,6,29,24,7-13,7-13,3-4,2,2,4,1,3,2,2,2,6
401857001,2026-06-17,2026,Fire,4398729,Emily Engstler,F,21,27,9,3-8,2-4,1-2,3,3,6,5,1,2,2,4,10
401857001,2026-06-17,2026,Fire,3934218,Megan Gustafson,C,17,28,8,3-10,2-4,0-0,3,1,4,0,0,2,2,4,12
401857001,2026-06-17,2026,Fire,4703794,Sarah Ashlee Barker,G,3,24,12,3-11,2-7,4-4,1,5,6,0,0,1,1,1,11
401857001,2026-06-17,2026,Fire,5208982,Carla Leite,G,0,29,20,5-11,1-2,9-10,2,2,4,10,1,0,1,2,13
401857001,2026-06-17,2026,Fire,5105406,Frieda Buhner,F,20,13,3,1-4,0-2,1-1,0,2,2,1,0,0,0,1,-6
401857001,2026-06-17,2026,Fire,5209202,Nyadiew Puoch,F,13,11,2,0-3,0-3,2-2,0,1,1,1,1,0,0,1,-2
401857001,2026-06-17,2026,Fire,5108550,Serah Williams,C,25,12,1,0-1,0-0,1-2,2,2,4,0,0,0,2,2,-7
401857001,2026-06-17,2026,Fire,3056730,Karlie Samuelson,G,44,17,10,3-6,2-5,2-2,1,0,1,0,1,0,0,0,-4
